"";"municipality";"municipality_id";"state";"population";"account_type";"account";"amount";"i.municipality";"i.municipality_id";"i.state";"i.population";"i.account_type"
"855";"Prefeitura Municipal de Exu - PE";2605301;"PE";31858;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";300;"Prefeitura Municipal de Auriflama - SP";3504206;"SP";15024;"31/12/2018"
"856";"Prefeitura Municipal de Ibimirim - PE";2606606;"PE";28798;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";300;"Prefeitura Municipal de Auriflama - SP";3504206;"SP";15024;"31/12/2018"
"857";"Prefeitura Municipal de Caiabu - SP";3508900;"SP";4208;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";300;"Prefeitura Municipal de Auriflama - SP";3504206;"SP";15024;"31/12/2018"
"858";"Prefeitura Municipal de Ubirajara - SP";3555505;"SP";4711;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";300;"Prefeitura Municipal de Auriflama - SP";3504206;"SP";15024;"31/12/2018"
"859";"Prefeitura Municipal de Boa Vista do Incra - RS";4302238;"RS";2579;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";300;"Prefeitura Municipal de Auriflama - SP";3504206;"SP";15024;"31/12/2018"
"860";"Prefeitura Municipal de Diadema - SP";3513801;"SP";415180;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";4600;"Prefeitura Municipal de Barbosa - SP";3505104;"SP";7190;"31/12/2018"
"861";"Prefeitura Municipal de Independência - RS";4310405;"RS";6598;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";4600;"Prefeitura Municipal de Barbosa - SP";3505104;"SP";7190;"31/12/2018"
"862";"Prefeitura Municipal de Saudade do Iguaçu - PR";4126272;"PR";5410;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";375;"Prefeitura Municipal de Brejo Alegre - SP";3507753;"SP";2790;"31/12/2018"
"863";"Prefeitura Municipal de Sarutaiá - SP";3551207;"SP";3687;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";2700;"Prefeitura Municipal de Buritama - SP";3508108;"SP";16841;"31/12/2018"
"864";"Prefeitura Municipal de Treviso - SC";4218350;"SC";3824;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";2700;"Prefeitura Municipal de Buritama - SP";3508108;"SP";16841;"31/12/2018"
"865";"Prefeitura Municipal de Goiana - PE";2606200;"PE";78940;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";4000;"Prefeitura Municipal de Cabreúva - SP";3508405;"SP";47210;"31/12/2018"
"866";"Prefeitura Municipal de Luís Eduardo Magalhães - BA";2919553;"BA";81730;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";4000;"Prefeitura Municipal de Cabreúva - SP";3508405;"SP";47210;"31/12/2018"
"867";"Prefeitura Municipal de Itaporanga - SP";3522802;"SP";15140;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";4000;"Prefeitura Municipal de Cabreúva - SP";3508405;"SP";47210;"31/12/2018"
"868";"Prefeitura Municipal de Magda - SP";3528304;"SP";3200;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";4000;"Prefeitura Municipal de Cabreúva - SP";3508405;"SP";47210;"31/12/2018"
"869";"Prefeitura Municipal de Tapiraí - SP";3553500;"SP";8010;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";4000;"Prefeitura Municipal de Cabreúva - SP";3508405;"SP";47210;"31/12/2018"
"870";"Prefeitura Municipal de Exu - PE";2605301;"PE";31858;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";300;"Prefeitura Municipal de Caiabu - SP";3508900;"SP";4208;"31/12/2018"
"871";"Prefeitura Municipal de Ibimirim - PE";2606606;"PE";28798;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";300;"Prefeitura Municipal de Caiabu - SP";3508900;"SP";4208;"31/12/2018"
"872";"Prefeitura Municipal de Auriflama - SP";3504206;"SP";15024;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";300;"Prefeitura Municipal de Caiabu - SP";3508900;"SP";4208;"31/12/2018"
"873";"Prefeitura Municipal de Ubirajara - SP";3555505;"SP";4711;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";300;"Prefeitura Municipal de Caiabu - SP";3508900;"SP";4208;"31/12/2018"
"874";"Prefeitura Municipal de Boa Vista do Incra - RS";4302238;"RS";2579;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";300;"Prefeitura Municipal de Caiabu - SP";3508900;"SP";4208;"31/12/2018"
"875";"Prefeitura Municipal de Matos Costa - SC";4210704;"SC";2652;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";100;"Prefeitura Municipal de Canas - SP";3509957;"SP";4914;"31/12/2018"
"876";"Prefeitura Municipal de Presidente Jânio Quadros - BA";2925709;"BA";13456;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";63750;"Prefeitura Municipal de Cássia dos Coqueiros - SP";3510906;"SP";2607;"31/12/2018"
"877";"Prefeitura Municipal de Barbosa - SP";3505104;"SP";7190;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";4600;"Prefeitura Municipal de Diadema - SP";3513801;"SP";415180;"31/12/2018"
"878";"Prefeitura Municipal de Independência - RS";4310405;"RS";6598;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";4600;"Prefeitura Municipal de Diadema - SP";3513801;"SP";415180;"31/12/2018"
"879";"Prefeitura Municipal de Tucano - BA";2931905;"BA";52381;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";3000;"Prefeitura Municipal de Garça - SP";3516705;"SP";44557;"31/12/2018"
"880";"Prefeitura Municipal de Aricanduva - MG";3104452;"MG";5156;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";3000;"Prefeitura Municipal de Garça - SP";3516705;"SP";44557;"31/12/2018"
"881";"Prefeitura Municipal de Pontalinda - SP";3540259;"SP";4476;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";3000;"Prefeitura Municipal de Garça - SP";3516705;"SP";44557;"31/12/2018"
"882";"Prefeitura Municipal de Vista Alegre do Alto - SP";3556909;"SP";8171;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";3000;"Prefeitura Municipal de Garça - SP";3516705;"SP";44557;"31/12/2018"
"883";"Prefeitura Municipal de Campina Grande do Sul - PR";4104006;"PR";42547;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";3000;"Prefeitura Municipal de Garça - SP";3516705;"SP";44557;"31/12/2018"
"884";"Prefeitura Municipal de Ibiassucê - BA";2912004;"BA";10337;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";10000;"Prefeitura Municipal de Gavião Peixoto - SP";3516853;"SP";4714;"31/12/2018"
"885";"Prefeitura Municipal de Campo Azul - MG";3111150;"MG";3863;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";10000;"Prefeitura Municipal de Gavião Peixoto - SP";3516853;"SP";4714;"31/12/2018"
"886";"Prefeitura Municipal de Luís Antônio - SP";3527603;"SP";13703;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";10000;"Prefeitura Municipal de Gavião Peixoto - SP";3516853;"SP";4714;"31/12/2018"
"887";"Prefeitura Municipal de Capim Branco - MG";3112505;"MG";9609;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";2000;"Prefeitura Municipal de Guatapará - SP";3518859;"SP";7496;"31/12/2018"
"888";"Prefeitura Municipal de Tumiritinga - MG";3169505;"MG";6705;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";2000;"Prefeitura Municipal de Guatapará - SP";3518859;"SP";7496;"31/12/2018"
"889";"Prefeitura Municipal de Iacanga - SP";3519105;"SP";11206;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";2000;"Prefeitura Municipal de Guatapará - SP";3518859;"SP";7496;"31/12/2018"
"890";"Prefeitura Municipal de Ibitinga - SP";3519600;"SP";58188;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";2000;"Prefeitura Municipal de Guatapará - SP";3518859;"SP";7496;"31/12/2018"
"891";"Prefeitura Municipal de Rio Grande da Serra - SP";3544103;"SP";49408;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";2000;"Prefeitura Municipal de Guatapará - SP";3518859;"SP";7496;"31/12/2018"
"892";"Prefeitura Municipal de Salto Veloso - SC";4215406;"SC";4616;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";2000;"Prefeitura Municipal de Guatapará - SP";3518859;"SP";7496;"31/12/2018"
"893";"Prefeitura Municipal de Cruzeiro do Sul - RS";4306205;"RS";12215;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";2000;"Prefeitura Municipal de Guatapará - SP";3518859;"SP";7496;"31/12/2018"
"894";"Prefeitura Municipal de Inhangapi - PA";1503408;"PA";11224;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";1500;"Prefeitura Municipal de Holambra - SP";3519055;"SP";13698;"31/12/2018"
"895";"Prefeitura Municipal de Fama - MG";3125200;"MG";2426;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";1500;"Prefeitura Municipal de Holambra - SP";3519055;"SP";13698;"31/12/2018"
"896";"Prefeitura Municipal de Ituverava - SP";3524105;"SP";41206;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";1500;"Prefeitura Municipal de Holambra - SP";3519055;"SP";13698;"31/12/2018"
"897";"Prefeitura Municipal de Oriente - SP";3534104;"SP";6473;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";1500;"Prefeitura Municipal de Holambra - SP";3519055;"SP";13698;"31/12/2018"
"898";"Prefeitura Municipal de Passos Maia - SC";4212270;"SC";4279;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";1500;"Prefeitura Municipal de Holambra - SP";3519055;"SP";13698;"31/12/2018"
"899";"Prefeitura Municipal de Matupá - MT";5105606;"MT";15654;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";1500;"Prefeitura Municipal de Holambra - SP";3519055;"SP";13698;"31/12/2018"
"900";"Prefeitura Municipal de Capim Branco - MG";3112505;"MG";9609;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";2000;"Prefeitura Municipal de Iacanga - SP";3519105;"SP";11206;"31/12/2018"
"901";"Prefeitura Municipal de Tumiritinga - MG";3169505;"MG";6705;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";2000;"Prefeitura Municipal de Iacanga - SP";3519105;"SP";11206;"31/12/2018"
"902";"Prefeitura Municipal de Guatapará - SP";3518859;"SP";7496;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";2000;"Prefeitura Municipal de Iacanga - SP";3519105;"SP";11206;"31/12/2018"
"903";"Prefeitura Municipal de Ibitinga - SP";3519600;"SP";58188;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";2000;"Prefeitura Municipal de Iacanga - SP";3519105;"SP";11206;"31/12/2018"
"904";"Prefeitura Municipal de Rio Grande da Serra - SP";3544103;"SP";49408;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";2000;"Prefeitura Municipal de Iacanga - SP";3519105;"SP";11206;"31/12/2018"
"905";"Prefeitura Municipal de Salto Veloso - SC";4215406;"SC";4616;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";2000;"Prefeitura Municipal de Iacanga - SP";3519105;"SP";11206;"31/12/2018"
"906";"Prefeitura Municipal de Cruzeiro do Sul - RS";4306205;"RS";12215;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";2000;"Prefeitura Municipal de Iacanga - SP";3519105;"SP";11206;"31/12/2018"
"907";"Prefeitura Municipal de Capim Branco - MG";3112505;"MG";9609;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";2000;"Prefeitura Municipal de Ibitinga - SP";3519600;"SP";58188;"31/12/2018"
"908";"Prefeitura Municipal de Tumiritinga - MG";3169505;"MG";6705;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";2000;"Prefeitura Municipal de Ibitinga - SP";3519600;"SP";58188;"31/12/2018"
"909";"Prefeitura Municipal de Guatapará - SP";3518859;"SP";7496;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";2000;"Prefeitura Municipal de Ibitinga - SP";3519600;"SP";58188;"31/12/2018"
"910";"Prefeitura Municipal de Iacanga - SP";3519105;"SP";11206;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";2000;"Prefeitura Municipal de Ibitinga - SP";3519600;"SP";58188;"31/12/2018"
"911";"Prefeitura Municipal de Rio Grande da Serra - SP";3544103;"SP";49408;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";2000;"Prefeitura Municipal de Ibitinga - SP";3519600;"SP";58188;"31/12/2018"
"912";"Prefeitura Municipal de Salto Veloso - SC";4215406;"SC";4616;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";2000;"Prefeitura Municipal de Ibitinga - SP";3519600;"SP";58188;"31/12/2018"
"913";"Prefeitura Municipal de Cruzeiro do Sul - RS";4306205;"RS";12215;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";2000;"Prefeitura Municipal de Ibitinga - SP";3519600;"SP";58188;"31/12/2018"
"914";"Prefeitura Municipal de Goiana - PE";2606200;"PE";78940;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";4000;"Prefeitura Municipal de Itaporanga - SP";3522802;"SP";15140;"31/12/2018"
"915";"Prefeitura Municipal de Luís Eduardo Magalhães - BA";2919553;"BA";81730;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";4000;"Prefeitura Municipal de Itaporanga - SP";3522802;"SP";15140;"31/12/2018"
"916";"Prefeitura Municipal de Cabreúva - SP";3508405;"SP";47210;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";4000;"Prefeitura Municipal de Itaporanga - SP";3522802;"SP";15140;"31/12/2018"
"917";"Prefeitura Municipal de Magda - SP";3528304;"SP";3200;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";4000;"Prefeitura Municipal de Itaporanga - SP";3522802;"SP";15140;"31/12/2018"
"918";"Prefeitura Municipal de Tapiraí - SP";3553500;"SP";8010;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";4000;"Prefeitura Municipal de Itaporanga - SP";3522802;"SP";15140;"31/12/2018"
"919";"Prefeitura Municipal de Inhangapi - PA";1503408;"PA";11224;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";1500;"Prefeitura Municipal de Ituverava - SP";3524105;"SP";41206;"31/12/2018"
"920";"Prefeitura Municipal de Fama - MG";3125200;"MG";2426;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";1500;"Prefeitura Municipal de Ituverava - SP";3524105;"SP";41206;"31/12/2018"
"921";"Prefeitura Municipal de Holambra - SP";3519055;"SP";13698;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";1500;"Prefeitura Municipal de Ituverava - SP";3524105;"SP";41206;"31/12/2018"
"922";"Prefeitura Municipal de Oriente - SP";3534104;"SP";6473;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";1500;"Prefeitura Municipal de Ituverava - SP";3524105;"SP";41206;"31/12/2018"
"923";"Prefeitura Municipal de Passos Maia - SC";4212270;"SC";4279;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";1500;"Prefeitura Municipal de Ituverava - SP";3524105;"SP";41206;"31/12/2018"
"924";"Prefeitura Municipal de Matupá - MT";5105606;"MT";15654;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";1500;"Prefeitura Municipal de Ituverava - SP";3524105;"SP";41206;"31/12/2018"
"925";"Prefeitura Municipal de Itacarambi - MG";3132107;"MG";18443;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";800;"Prefeitura Municipal de Jambeiro - SP";3524907;"SP";6305;"31/12/2018"
"926";"Prefeitura Municipal de Campo Bonito - PR";4104055;"PR";4162;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";800;"Prefeitura Municipal de Jambeiro - SP";3524907;"SP";6305;"31/12/2018"
"927";"Prefeitura Municipal de Erval Velho - SC";4205209;"SC";4472;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";800;"Prefeitura Municipal de Jambeiro - SP";3524907;"SP";6305;"31/12/2018"
"928";"Prefeitura Municipal de Jardinópolis - SC";4208955;"SC";1649;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";800;"Prefeitura Municipal de Jambeiro - SP";3524907;"SP";6305;"31/12/2018"
"929";"Prefeitura Municipal de São Gabriel - BA";2929255;"BA";19594;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";32000;"Prefeitura Municipal de Leme - SP";3526704;"SP";100296;"31/12/2018"
"930";"Prefeitura Municipal de Ibiassucê - BA";2912004;"BA";10337;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";10000;"Prefeitura Municipal de Luís Antônio - SP";3527603;"SP";13703;"31/12/2018"
"931";"Prefeitura Municipal de Campo Azul - MG";3111150;"MG";3863;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";10000;"Prefeitura Municipal de Luís Antônio - SP";3527603;"SP";13703;"31/12/2018"
"932";"Prefeitura Municipal de Gavião Peixoto - SP";3516853;"SP";4714;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";10000;"Prefeitura Municipal de Luís Antônio - SP";3527603;"SP";13703;"31/12/2018"
"933";"Prefeitura Municipal de São José dos Basílios - MA";2111250;"MA";7489;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";1900;"Prefeitura Municipal de Macaubal - SP";3528106;"SP";8060;"31/12/2018"
"934";"Prefeitura Municipal de Goiana - PE";2606200;"PE";78940;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";4000;"Prefeitura Municipal de Magda - SP";3528304;"SP";3200;"31/12/2018"
"935";"Prefeitura Municipal de Luís Eduardo Magalhães - BA";2919553;"BA";81730;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";4000;"Prefeitura Municipal de Magda - SP";3528304;"SP";3200;"31/12/2018"
"936";"Prefeitura Municipal de Cabreúva - SP";3508405;"SP";47210;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";4000;"Prefeitura Municipal de Magda - SP";3528304;"SP";3200;"31/12/2018"
"937";"Prefeitura Municipal de Itaporanga - SP";3522802;"SP";15140;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";4000;"Prefeitura Municipal de Magda - SP";3528304;"SP";3200;"31/12/2018"
"938";"Prefeitura Municipal de Tapiraí - SP";3553500;"SP";8010;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";4000;"Prefeitura Municipal de Magda - SP";3528304;"SP";3200;"31/12/2018"
"939";"Prefeitura Municipal de Américo Brasiliense - SP";3501707;"SP";39189;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";3500;"Prefeitura Municipal de Matão - SP";3529302;"SP";81878;"31/12/2018"
"940";"Prefeitura Municipal de Araucária - PR";4101804;"PR";135459;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";3500;"Prefeitura Municipal de Matão - SP";3529302;"SP";81878;"31/12/2018"
"941";"Prefeitura Municipal de Santa Maria Madalena - RJ";3304607;"RJ";10198;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";2650;"Prefeitura Municipal de Miguelópolis - SP";3529708;"SP";21852;"31/12/2018"
"942";"Prefeitura Municipal de Santana do Itararé - PR";4124004;"PR";5244;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";27600;"Prefeitura Municipal de Mirassol - SP";3530300;"SP";58314;"31/12/2018"
"943";"Prefeitura Municipal de Monte Mor - SP";3531803;"SP";56335;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";50;"Prefeitura Municipal de Monções - SP";3531001;"SP";2242;"31/12/2018"
"944";"Prefeitura Municipal de Apucarana - PR";4101408;"PR";131571;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";50;"Prefeitura Municipal de Monções - SP";3531001;"SP";2242;"31/12/2018"
"945";"Prefeitura Municipal de Monções - SP";3531001;"SP";2242;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";50;"Prefeitura Municipal de Monte Mor - SP";3531803;"SP";56335;"31/12/2018"
"946";"Prefeitura Municipal de Apucarana - PR";4101408;"PR";131571;"31/12/2018";"1.1.3.1.0.00.00 - Adiantamentos Concedidos a Pessoal e a Terceiros";50;"Prefeitura Municipal de Monte Mor - SP";3531803;"SP";56335;"31/12/2018"
